Id,FileID,Domain,RepoName,FilePath,LineStart,LineEnd,GroundTruth,WithWords,ValueStart,ValueEnd,InURL,InRuntimeParameter,CharacterSet,CryptographyKey,PredefinedPattern,VariableNameType,Entropy,Length,Base64Encode,HexEncode,URLEncode,Category
1339522,29edcedd,GitHub,35c273e2,data/35c273e2/test/29edcedd.java,129,129,T,F,1,37,F,F,,,,,0.0,0,F,F,F,UUID
1339523,29edcedd,GitHub,35c273e2,data/35c273e2/test/29edcedd.java,129,129,T,F,41,77,F,F,,,,,0.0,0,F,F,F,UUID
1339524,29edcedd,GitHub,35c273e2,data/35c273e2/test/29edcedd.java,136,136,T,F,88,124,F,F,,,,,0.0,0,F,F,F,UUID
1339525,29edcedd,GitHub,35c273e2,data/35c273e2/test/29edcedd.java,136,136,T,F,135,171,F,F,,,,,0.0,0,F,F,F,UUID
1339526,29edcedd,GitHub,35c273e2,data/35c273e2/test/29edcedd.java,143,143,T,F,22,58,F,F,,,,,0.0,0,F,F,F,UUID
1339527,29edcedd,GitHub,35c273e2,data/35c273e2/test/29edcedd.java,146,146,T,F,1,37,F,F,,,,,0.0,0,F,F,F,UUID
1339528,29edcedd,GitHub,35c273e2,data/35c273e2/test/29edcedd.java,146,146,T,F,41,77,F,F,,,,,0.0,0,F,F,F,UUID
1339529,29edcedd,GitHub,35c273e2,data/35c273e2/test/29edcedd.java,153,153,T,F,88,124,F,F,,,,,0.0,0,F,F,F,UUID
1339530,29edcedd,GitHub,35c273e2,data/35c273e2/test/29edcedd.java,153,153,T,F,135,171,F,F,,,,,0.0,0,F,F,F,UUID
1339531,29edcedd,GitHub,35c273e2,data/35c273e2/test/29edcedd.java,153,153,T,F,236,272,F,F,,,,,0.0,0,F,F,F,UUID
1339532,29edcedd,GitHub,35c273e2,data/35c273e2/test/29edcedd.java,160,160,T,F,22,58,F,F,,,,,0.0,0,F,F,F,UUID
1339533,29edcedd,GitHub,35c273e2,data/35c273e2/test/29edcedd.java,163,163,T,F,1,37,F,F,,,,,0.0,0,F,F,F,UUID
1339534,29edcedd,GitHub,35c273e2,data/35c273e2/test/29edcedd.java,163,163,T,F,41,77,F,F,,,,,0.0,0,F,F,F,UUID
1339535,29edcedd,GitHub,35c273e2,data/35c273e2/test/29edcedd.java,170,170,T,F,88,124,F,F,,,,,0.0,0,F,F,F,UUID
1339536,29edcedd,GitHub,35c273e2,data/35c273e2/test/29edcedd.java,170,170,T,F,135,171,F,F,,,,,0.0,0,F,F,F,UUID
1339537,29edcedd,GitHub,35c273e2,data/35c273e2/test/29edcedd.java,170,170,T,F,236,272,F,F,,,,,0.0,0,F,F,F,UUID
1339538,29edcedd,GitHub,35c273e2,data/35c273e2/test/29edcedd.java,184,184,T,F,25,61,F,F,,,,,0.0,0,F,F,F,UUID
1339539,29edcedd,GitHub,35c273e2,data/35c273e2/test/29edcedd.java,201,201,T,F,10,46,F,F,,,,,0.0,0,F,F,F,UUID
1339540,29edcedd,GitHub,35c273e2,data/35c273e2/test/29edcedd.java,202,202,T,F,12,48,F,F,,,,,0.0,0,F,F,F,UUID
1339541,29edcedd,GitHub,35c273e2,data/35c273e2/test/29edcedd.java,211,211,T,F,25,61,F,F,,,,,0.0,0,F,F,F,UUID
1339542,29edcedd,GitHub,35c273e2,data/35c273e2/test/29edcedd.java,212,212,T,F,25,61,F,F,,,,,0.0,0,F,F,F,UUID
1339543,29edcedd,GitHub,35c273e2,data/35c273e2/test/29edcedd.java,213,213,T,F,44,80,F,F,,,,,0.0,0,F,F,F,UUID
1339544,29edcedd,GitHub,35c273e2,data/35c273e2/test/29edcedd.java,229,229,T,F,10,46,F,F,,,,,0.0,0,F,F,F,UUID
1339545,29edcedd,GitHub,35c273e2,data/35c273e2/test/29edcedd.java,230,230,T,F,12,48,F,F,,,,,0.0,0,F,F,F,UUID
1339546,6e4997a7,GitHub,35c273e2,data/35c273e2/test/6e4997a7.groovy,32,32,T,F,43,79,F,F,,,,,0.0,0,F,F,F,UUID
1341336,157f8ed3,GitHub,35c273e2,data/35c273e2/test/157f8ed3.groovy,20,20,F,F,151,187,F,F,,,,,0.0,0,F,F,F,UUID
