Id,FileID,Domain,RepoName,FilePath,LineStart,LineEnd,GroundTruth,WithWords,ValueStart,ValueEnd,InURL,InRuntimeParameter,CharacterSet,CryptographyKey,PredefinedPattern,VariableNameType,Entropy,Length,Base64Encode,HexEncode,URLEncode,Category
1112060,b8e35eda,GitHub,8dfb854f,data/8dfb854f/src/b8e35eda.txt,40,40,T,F,87,127,F,F,,,,,,40,F,F,F,Token
1112069,a8e54a2e,GitHub,8dfb854f,data/8dfb854f/src/a8e54a2e.txt,65,65,T,F,24,41,F,F,,,,,,48,F,F,F,Password
1112070,a8e54a2e,GitHub,8dfb854f,data/8dfb854f/src/a8e54a2e.txt,65,65,T,F,390,407,F,F,,,,,,49,F,F,F,Password
1112072,a8e54a2e,GitHub,8dfb854f,data/8dfb854f/src/a8e54a2e.txt,72,72,T,F,119,132,F,F,,,,,,32,F,F,F,Password
1112273,d138bb70,GitHub,8dfb854f,data/8dfb854f/src/d138bb70.txt,100,100,T,F,73,115,F,F,,,,,,40,F,F,F,Token
1112274,d138bb70,GitHub,8dfb854f,data/8dfb854f/src/d138bb70.txt,124,124,T,F,131,174,F,F,,,,,,40,F,F,F,Token
1112275,d138bb70,GitHub,8dfb854f,data/8dfb854f/src/d138bb70.txt,76,76,T,F,57,100,F,F,,,,,,40,F,F,F,Token
1112287,afebf884,GitHub,8dfb854f,data/8dfb854f/src/afebf884.php,83,83,T,F,82,90,F,F,,,,,,36,F,F,F,Password
1112501,e5d948c9,GitHub,8dfb854f,data/8dfb854f/src/e5d948c9.txt,13,13,T,F,13,18,F,F,,,,,,30,F,F,F,Password
1112461,dd5447a0,GitHub,8dfb854f,data/8dfb854f/src/dd5447a0.txt,75,75,T,F,56,99,F,F,,,,,,40,F,F,F,Token
1112462,dd5447a0,GitHub,8dfb854f,data/8dfb854f/src/dd5447a0.txt,97,97,T,F,53,93,F,F,,,,,,40,F,F,F,Token
1112463,dd5447a0,GitHub,8dfb854f,data/8dfb854f/src/dd5447a0.txt,54,54,T,F,53,93,F,F,,,,,,40,F,F,F,Token
1112464,dd5447a0,GitHub,8dfb854f,data/8dfb854f/src/dd5447a0.txt,134,134,T,F,53,93,F,F,,,,,,40,F,F,F,Token
1112465,dd5447a0,GitHub,8dfb854f,data/8dfb854f/src/dd5447a0.txt,138,138,T,F,56,99,F,F,,,,,,40,F,F,F,Token
1112466,dd5447a0,GitHub,8dfb854f,data/8dfb854f/src/dd5447a0.txt,113,113,T,F,56,99,F,F,,,,,,40,F,F,F,Token
1112467,dd5447a0,GitHub,8dfb854f,data/8dfb854f/src/dd5447a0.txt,169,169,T,F,56,99,F,F,,,,,,40,F,F,F,Token
1112468,dd5447a0,GitHub,8dfb854f,data/8dfb854f/src/dd5447a0.txt,190,190,T,F,53,93,F,F,,,,,,40,F,F,F,Token
1112469,dd5447a0,GitHub,8dfb854f,data/8dfb854f/src/dd5447a0.txt,160,160,T,F,53,93,F,F,,,,,,40,F,F,F,Token
1112470,dd5447a0,GitHub,8dfb854f,data/8dfb854f/src/dd5447a0.txt,205,205,T,F,56,99,F,F,,,,,,40,F,F,F,Token
1112509,1752b723,GitHub,8dfb854f,data/8dfb854f/src/1752b723.txt,63,63,T,F,59,71,F,F,,,,,0,0,F,F,F,Password
1112510,1752b723,GitHub,8dfb854f,data/8dfb854f/src/1752b723.txt,69,69,T,F,61,77,F,F,,,,,0,0,F,F,F,Password
1112511,1752b723,GitHub,8dfb854f,data/8dfb854f/src/1752b723.txt,75,75,T,F,54,66,F,F,,,,,0,0,F,F,F,Password
1112512,2accd324,GitHub,8dfb854f,data/8dfb854f/src/2accd324.txt,55,55,T,F,21,53,F,F,,,,,0,0,F,F,F,Key
1112513,2accd324,GitHub,8dfb854f,data/8dfb854f/src/2accd324.txt,82,82,T,F,54,86,F,F,,,,,0,0,F,F,F,Key
1112514,2bf0c175,GitHub,8dfb854f,data/8dfb854f/src/2bf0c175.txt,106,106,T,F,21,45,F,F,,,,,0,0,F,F,F,Key
1112515,3139e8bc,GitHub,8dfb854f,data/8dfb854f/src/3139e8bc.py,122,122,T,F,26,67,F,F,,,,,0,0,F,F,F,Token
