Id,FileID,Domain,RepoName,FilePath,LineStart,LineEnd,GroundTruth,WithWords,ValueStart,ValueEnd,InURL,InRuntimeParameter,CharacterSet,CryptographyKey,PredefinedPattern,VariableNameType,Entropy,Length,Base64Encode,HexEncode,URLEncode,Category,Rule
96810,6ac3f79f,GitHub,50366042,data/50366042/src/6ac3f79f.yml,10,10,T,F,19,55,F,F,,,,,3.08,36,F,F,F,Generic Secret,Ш
96811,99905145,GitHub,50366042,data/50366042/src/99905145.json,812,812,F,F,23,28,F,F,,,,,0.99,5,F,F,F,Authentication Credentials,Ш
96812,99905145,GitHub,50366042,data/50366042/src/99905145.json,2479,2479,F,F,17,22,F,F,,,,,0.99,5,F,F,F,Password,Ш
96813,99905145,GitHub,50366042,data/50366042/src/99905145.json,3661,3661,F,F,15,20,F,F,,,,,0.99,5,F,F,F,Authentication Credentials,Ш
96814,99905145,GitHub,50366042,data/50366042/src/99905145.json,3807,3807,F,F,16,21,F,F,,,,,1.39,5,F,F,F,Generic Secret,Ш
96815,99905145,GitHub,50366042,data/50366042/src/99905145.json,3817,3817,F,F,21,26,F,F,,,,,1.39,5,F,F,F,Generic Secret,Ш
96816,99905145,GitHub,50366042,data/50366042/src/99905145.json,3882,3882,F,F,16,21,F,F,,,,,1.39,5,F,F,F,Generic Secret,Ш
96817,99905145,GitHub,50366042,data/50366042/src/99905145.json,4140,4140,F,F,15,20,F,F,,,,,1.39,5,F,F,F,Authentication Credentials,Ш
96818,99905145,GitHub,50366042,data/50366042/src/99905145.json,4925,4925,F,F,15,20,F,F,,,,,0.99,5,F,F,F,Authentication Credentials,Ш
96819,2e0b878f,GitHub,50366042,data/50366042/test/2e0b878f.json,193,193,F,F,13,19,F,F,,,,,1.29,6,F,F,F,Generic Secret,Ш
96820,50e2bd19,GitHub,50366042,data/50366042/test/50e2bd19.js,5,5,F,F,11,17,F,F,,,,,2.25,6,F,F,F,Generic Secret,Ш
96821,56dc7a9b,GitHub,50366042,data/50366042/test/56dc7a9b.js,5,5,F,F,18,24,F,F,,,,,2.25,6,F,F,F,Generic Secret,Key
96822,65038dea,GitHub,50366042,data/50366042/test/65038dea.js,153,153,F,F,33,46,F,F,,,,,2.12,13,F,F,F,Password,Password
96823,99a326ba,GitHub,50366042,data/50366042/test/99a326ba.html,10,10,F,F,15,39,F,F,,,,,3.42,24,F,F,F,Password,Password
96824,a2268b95,GitHub,50366042,data/50366042/test/a2268b95.js,171,171,F,F,470,483,F,F,,,,,2.12,13,F,F,F,Password,Password
96825,b742686d,GitHub,50366042,data/50366042/test/b742686d.json,507,507,F,F,33,39,F,F,,,,,0.96,6,F,F,F,Generic Secret,API
96826,b742686d,GitHub,50366042,data/50366042/test/b742686d.json,2181,2181,F,F,33,39,F,F,,,,,1.29,6,F,F,F,Generic Secret,API
96827,b742686d,GitHub,50366042,data/50366042/test/b742686d.json,2781,2781,F,F,15,21,F,F,,,,,1.29,6,F,F,F,Authentication Credentials,Auth
