Id,FileID,Domain,RepoName,FilePath,LineStart,LineEnd,GroundTruth,WithWords,ValueStart,ValueEnd,InURL,InRuntimeParameter,CharacterSet,CryptographyKey,PredefinedPattern,VariableNameType,Entropy,Length,Base64Encode,HexEncode,URLEncode,Category,Rule
93617,8d3d744e,GitHub,2992291f,data/2992291f/other/8d3d744e,138,138,T,F,0,12,F,F,,,,,1.90,12,F,F,F,Info,IPv4
93618,8d3d744e,GitHub,2992291f,data/2992291f/other/8d3d744e,139,139,T,F,0,14,F,F,,,,,2.28,14,F,F,F,Info,IPv4
93619,8d3d744e,GitHub,2992291f,data/2992291f/other/8d3d744e,140,140,T,F,0,14,F,F,,,,,2.28,14,F,F,F,Info,IPv4
93620,8d3d744e,GitHub,2992291f,data/2992291f/other/8d3d744e,141,141,T,F,0,14,F,F,,,,,2.28,14,F,F,F,Info,IPv4
93621,8d3d744e,GitHub,2992291f,data/2992291f/other/8d3d744e,142,142,T,F,0,14,F,F,,,,,2.28,14,F,F,F,Info,IPv4
93622,8d3d744e,GitHub,2992291f,data/2992291f/other/8d3d744e,143,143,T,F,0,14,F,F,,,,,2.28,14,F,F,F,Info,IPv4
93623,8d3d744e,GitHub,2992291f,data/2992291f/other/8d3d744e,144,144,T,F,0,14,F,F,,,,,2.08,14,F,F,F,Info,IPv4
93624,8d3d744e,GitHub,2992291f,data/2992291f/other/8d3d744e,145,145,T,F,0,15,F,F,,,,,2.41,15,F,F,F,Info,IPv4
93625,8d3d744e,GitHub,2992291f,data/2992291f/other/8d3d744e,146,146,T,F,0,15,F,F,,,,,2.41,15,F,F,F,Info,IPv4
93626,8d3d744e,GitHub,2992291f,data/2992291f/other/8d3d744e,147,147,T,F,0,15,F,F,,,,,2.41,15,F,F,F,Info,IPv4
93627,8d3d744e,GitHub,2992291f,data/2992291f/other/8d3d744e,148,148,T,F,0,15,F,F,,,,,2.41,15,F,F,F,Info,IPv4
93628,8d3d744e,GitHub,2992291f,data/2992291f/other/8d3d744e,149,149,T,F,0,15,F,F,,,,,2.22,15,F,F,F,Info,IPv4
93629,8d3d744e,GitHub,2992291f,data/2992291f/other/8d3d744e,153,153,T,F,0,13,F,F,,,,,2.11,13,F,F,F,Info,IPv4
93630,8d3d744e,GitHub,2992291f,data/2992291f/other/8d3d744e,154,154,T,F,0,13,F,F,,,,,2.11,13,F,F,F,Info,IPv4
93631,8d3d744e,GitHub,2992291f,data/2992291f/other/8d3d744e,155,155,T,F,0,13,F,F,,,,,2.11,13,F,F,F,Info,IPv4
93632,8d3d744e,GitHub,2992291f,data/2992291f/other/8d3d744e,156,156,T,F,0,13,F,F,,,,,2.17,13,F,F,F,Info,IPv4
93633,8d3d744e,GitHub,2992291f,data/2992291f/other/8d3d744e,157,157,T,F,0,13,F,F,,,,,2.17,13,F,F,F,Info,IPv4
93634,8d3d744e,GitHub,2992291f,data/2992291f/other/8d3d744e,158,158,T,F,0,12,F,F,,,,,2.52,12,F,F,F,Info,IPv4
93635,8d3d744e,GitHub,2992291f,data/2992291f/other/8d3d744e,162,162,T,F,0,12,F,F,,,,,2.19,12,F,F,F,Info,IPv4
93636,8d3d744e,GitHub,2992291f,data/2992291f/other/8d3d744e,163,163,T,F,0,12,F,F,,,,,2.19,12,F,F,F,Info,IPv4
93637,8d3d744e,GitHub,2992291f,data/2992291f/other/8d3d744e,164,164,T,F,0,12,F,F,,,,,2.19,12,F,F,F,Info,IPv4
93638,8d3d744e,GitHub,2992291f,data/2992291f/other/8d3d744e,165,165,T,F,0,12,F,F,,,,,2.19,12,F,F,F,Info,IPv4
93639,8d3d744e,GitHub,2992291f,data/2992291f/other/8d3d744e,166,166,T,F,0,12,F,F,,,,,2.19,12,F,F,F,Info,IPv4
93640,8d3d744e,GitHub,2992291f,data/2992291f/other/8d3d744e,167,167,T,F,0,12,F,F,,,,,2.19,12,F,F,F,Info,IPv4
93641,8d3d744e,GitHub,2992291f,data/2992291f/other/8d3d744e,168,168,T,F,0,12,F,F,,,,,2.19,12,F,F,F,Info,IPv4
93642,8d3d744e,GitHub,2992291f,data/2992291f/other/8d3d744e,169,169,T,F,0,12,F,F,,,,,2.19,12,F,F,F,Info,IPv4
93643,8d3d744e,GitHub,2992291f,data/2992291f/other/8d3d744e,170,170,T,F,0,12,F,F,,,,,2.36,12,F,F,F,Info,IPv4
93644,8d3d744e,GitHub,2992291f,data/2992291f/other/8d3d744e,171,171,T,F,0,12,F,F,,,,,2.36,12,F,F,F,Info,IPv4
93645,8d3d744e,GitHub,2992291f,data/2992291f/other/8d3d744e,172,172,T,F,0,12,F,F,,,,,2.19,12,F,F,F,Info,IPv4
93646,8d3d744e,GitHub,2992291f,data/2992291f/other/8d3d744e,173,173,T,F,0,12,F,F,,,,,2.19,12,F,F,F,Info,IPv4
93647,8d3d744e,GitHub,2992291f,data/2992291f/other/8d3d744e,174,174,T,F,0,12,F,F,,,,,2.19,12,F,F,F,Info,IPv4
93648,8d3d744e,GitHub,2992291f,data/2992291f/other/8d3d744e,175,175,T,F,0,12,F,F,,,,,2.19,12,F,F,F,Info,IPv4
93649,8d3d744e,GitHub,2992291f,data/2992291f/other/8d3d744e,176,176,T,F,0,12,F,F,,,,,2.19,12,F,F,F,Info,IPv4
93650,8d3d744e,GitHub,2992291f,data/2992291f/other/8d3d744e,177,177,T,F,0,12,F,F,,,,,2.19,12,F,F,F,Info,IPv4
93651,8d3d744e,GitHub,2992291f,data/2992291f/other/8d3d744e,178,178,T,F,0,12,F,F,,,,,2.19,12,F,F,F,Info,IPv4
93652,8d3d744e,GitHub,2992291f,data/2992291f/other/8d3d744e,179,179,T,F,0,12,F,F,,,,,2.19,12,F,F,F,Info,IPv4
93653,8d3d744e,GitHub,2992291f,data/2992291f/other/8d3d744e,180,180,T,F,0,12,F,F,,,,,2.19,12,F,F,F,Info,IPv4
93654,8d3d744e,GitHub,2992291f,data/2992291f/other/8d3d744e,181,181,T,F,0,12,F,F,,,,,2.19,12,F,F,F,Info,IPv4
93655,8d3d744e,GitHub,2992291f,data/2992291f/other/8d3d744e,182,182,T,F,0,12,F,F,,,,,2.19,12,F,F,F,Info,IPv4
93656,8d3d744e,GitHub,2992291f,data/2992291f/other/8d3d744e,183,183,T,F,0,12,F,F,,,,,2.19,12,F,F,F,Info,IPv4
93657,8d3d744e,GitHub,2992291f,data/2992291f/other/8d3d744e,184,184,T,F,0,12,F,F,,,,,2.19,12,F,F,F,Info,IPv4
93658,8d3d744e,GitHub,2992291f,data/2992291f/other/8d3d744e,185,185,T,F,0,12,F,F,,,,,2.19,12,F,F,F,Info,IPv4
93659,8d3d744e,GitHub,2992291f,data/2992291f/other/8d3d744e,186,186,T,F,0,12,F,F,,,,,2.19,12,F,F,F,Info,IPv4
93660,8d3d744e,GitHub,2992291f,data/2992291f/other/8d3d744e,187,187,T,F,0,12,F,F,,,,,2.19,12,F,F,F,Info,IPv4
93661,8d3d744e,GitHub,2992291f,data/2992291f/other/8d3d744e,188,188,T,F,0,12,F,F,,,,,2.19,12,F,F,F,Info,IPv4
93662,8d3d744e,GitHub,2992291f,data/2992291f/other/8d3d744e,189,189,T,F,0,12,F,F,,,,,2.19,12,F,F,F,Info,IPv4
93663,8d3d744e,GitHub,2992291f,data/2992291f/other/8d3d744e,190,190,T,F,0,12,F,F,,,,,2.19,12,F,F,F,Info,IPv4
93664,8d3d744e,GitHub,2992291f,data/2992291f/other/8d3d744e,191,191,T,F,0,12,F,F,,,,,2.19,12,F,F,F,Info,IPv4
93665,8d3d744e,GitHub,2992291f,data/2992291f/other/8d3d744e,192,192,T,F,0,12,F,F,,,,,2.19,12,F,F,F,Info,IPv4
93666,8d3d744e,GitHub,2992291f,data/2992291f/other/8d3d744e,193,193,T,F,0,12,F,F,,,,,2.19,12,F,F,F,Info,IPv4
93667,8d3d744e,GitHub,2992291f,data/2992291f/other/8d3d744e,194,194,T,F,0,12,F,F,,,,,2.19,12,F,F,F,Info,IPv4
93668,8d3d744e,GitHub,2992291f,data/2992291f/other/8d3d744e,195,195,T,F,0,12,F,F,,,,,2.19,12,F,F,F,Info,IPv4
93669,8d3d744e,GitHub,2992291f,data/2992291f/other/8d3d744e,196,196,T,F,0,12,F,F,,,,,2.19,12,F,F,F,Info,IPv4
93670,8d3d744e,GitHub,2992291f,data/2992291f/other/8d3d744e,197,197,T,F,0,12,F,F,,,,,2.19,12,F,F,F,Info,IPv4
93671,8d3d744e,GitHub,2992291f,data/2992291f/other/8d3d744e,198,198,T,F,0,12,F,F,,,,,2.19,12,F,F,F,Info,IPv4
93672,8d3d744e,GitHub,2992291f,data/2992291f/other/8d3d744e,199,199,T,F,0,12,F,F,,,,,2.19,12,F,F,F,Info,IPv4
93673,8d3d744e,GitHub,2992291f,data/2992291f/other/8d3d744e,200,200,T,F,0,12,F,F,,,,,2.19,12,F,F,F,Info,IPv4
93674,8d3d744e,GitHub,2992291f,data/2992291f/other/8d3d744e,201,201,T,F,0,12,F,F,,,,,2.19,12,F,F,F,Info,IPv4
93675,8d3d744e,GitHub,2992291f,data/2992291f/other/8d3d744e,202,202,T,F,0,12,F,F,,,,,2.19,12,F,F,F,Info,IPv4
93676,8d3d744e,GitHub,2992291f,data/2992291f/other/8d3d744e,203,203,T,F,0,12,F,F,,,,,2.19,12,F,F,F,Info,IPv4
93677,8d3d744e,GitHub,2992291f,data/2992291f/other/8d3d744e,204,204,T,F,0,12,F,F,,,,,2.19,12,F,F,F,Info,IPv4
93678,8d3d744e,GitHub,2992291f,data/2992291f/other/8d3d744e,205,205,T,F,0,12,F,F,,,,,2.19,12,F,F,F,Info,IPv4
93679,8d3d744e,GitHub,2992291f,data/2992291f/other/8d3d744e,206,206,T,F,0,12,F,F,,,,,2.19,12,F,F,F,Info,IPv4
93680,8d3d744e,GitHub,2992291f,data/2992291f/other/8d3d744e,207,207,T,F,0,12,F,F,,,,,2.19,12,F,F,F,Info,IPv4
93681,8d3d744e,GitHub,2992291f,data/2992291f/other/8d3d744e,208,208,T,F,0,12,F,F,,,,,2.19,12,F,F,F,Info,IPv4
93682,8d3d744e,GitHub,2992291f,data/2992291f/other/8d3d744e,209,209,T,F,0,12,F,F,,,,,2.19,12,F,F,F,Info,IPv4
93683,8d3d744e,GitHub,2992291f,data/2992291f/other/8d3d744e,210,210,T,F,0,12,F,F,,,,,2.19,12,F,F,F,Info,IPv4
93684,8d3d744e,GitHub,2992291f,data/2992291f/other/8d3d744e,211,211,T,F,0,12,F,F,,,,,2.19,12,F,F,F,Info,IPv4
93685,8d3d744e,GitHub,2992291f,data/2992291f/other/8d3d744e,212,212,T,F,0,12,F,F,,,,,2.19,12,F,F,F,Info,IPv4
93686,8d3d744e,GitHub,2992291f,data/2992291f/other/8d3d744e,213,213,T,F,0,12,F,F,,,,,2.19,12,F,F,F,Info,IPv4
93687,8d3d744e,GitHub,2992291f,data/2992291f/other/8d3d744e,214,214,T,F,0,11,F,F,,,,,1.72,11,F,F,F,Info,IPv4
93688,8d3d744e,GitHub,2992291f,data/2992291f/other/8d3d744e,215,215,T,F,0,11,F,F,,,,,1.72,11,F,F,F,Info,IPv4
93689,8d3d744e,GitHub,2992291f,data/2992291f/other/8d3d744e,216,216,T,F,0,11,F,F,,,,,1.72,11,F,F,F,Info,IPv4
93690,8d3d744e,GitHub,2992291f,data/2992291f/other/8d3d744e,217,217,T,F,0,11,F,F,,,,,1.72,11,F,F,F,Info,IPv4
93691,8d3d744e,GitHub,2992291f,data/2992291f/other/8d3d744e,218,218,T,F,0,11,F,F,,,,,1.72,11,F,F,F,Info,IPv4
93692,8d3d744e,GitHub,2992291f,data/2992291f/other/8d3d744e,219,219,T,F,0,11,F,F,,,,,1.72,11,F,F,F,Info,IPv4
93693,8d3d744e,GitHub,2992291f,data/2992291f/other/8d3d744e,220,220,T,F,0,11,F,F,,,,,1.72,11,F,F,F,Info,IPv4
93694,8d3d744e,GitHub,2992291f,data/2992291f/other/8d3d744e,221,221,T,F,0,11,F,F,,,,,1.72,11,F,F,F,Info,IPv4
93695,8d3d744e,GitHub,2992291f,data/2992291f/other/8d3d744e,222,222,T,F,0,11,F,F,,,,,1.72,11,F,F,F,Info,IPv4
93696,8d3d744e,GitHub,2992291f,data/2992291f/other/8d3d744e,223,223,T,F,0,11,F,F,,,,,1.72,11,F,F,F,Info,IPv4
93697,8d3d744e,GitHub,2992291f,data/2992291f/other/8d3d744e,224,224,T,F,0,11,F,F,,,,,1.72,11,F,F,F,Info,IPv4
93698,8d3d744e,GitHub,2992291f,data/2992291f/other/8d3d744e,225,225,T,F,0,11,F,F,,,,,1.72,11,F,F,F,Info,IPv4
93699,8d3d744e,GitHub,2992291f,data/2992291f/other/8d3d744e,226,226,T,F,0,11,F,F,,,,,1.72,11,F,F,F,Info,IPv4
93700,8d3d744e,GitHub,2992291f,data/2992291f/other/8d3d744e,227,227,T,F,0,11,F,F,,,,,1.72,11,F,F,F,Info,IPv4
93701,8d3d744e,GitHub,2992291f,data/2992291f/other/8d3d744e,228,228,T,F,0,11,F,F,,,,,1.72,11,F,F,F,Info,IPv4
93702,8d3d744e,GitHub,2992291f,data/2992291f/other/8d3d744e,229,229,T,F,0,11,F,F,,,,,1.72,11,F,F,F,Info,IPv4
