Id,FileID,Domain,RepoName,FilePath,LineStart,LineEnd,GroundTruth,WithWords,ValueStart,ValueEnd,InURL,InRuntimeParameter,CharacterSet,CryptographyKey,PredefinedPattern,VariableNameType,Entropy,Length,Base64Encode,HexEncode,URLEncode,Category
82738,5a799ea9,GitHub,14a53c5a,data/14a53c5a/src/5a799ea9.rb,15,15,F,F,53,117,F,F,,,,,0,0,F,F,F,Bitbucket Client Secret
82739,5a799ea9,GitHub,14a53c5a,data/14a53c5a/src/5a799ea9.rb,16,16,F,F,53,117,F,F,,,,,0,0,F,F,F,Bitbucket Client Secret
82740,5a799ea9,GitHub,14a53c5a,data/14a53c5a/src/5a799ea9.rb,17,17,F,F,53,117,F,F,,,,,0,0,F,F,F,Bitbucket Client Secret
100354,f679bd08,GitHub,14a53c5a,data/14a53c5a/src/f679bd08.swift,52,52,F,F,,,F,F,,,,,0.00,,F,F,F,Password
100355,127ff47c,GitHub,14a53c5a,data/14a53c5a/test/127ff47c.json,1708,1708,F,F,,,F,F,,,,,0.00,,F,F,F,Secret
100356,9a167e56,GitHub,14a53c5a,data/14a53c5a/test/9a167e56.json,1746,1746,F,F,,,F,F,,,,,0.00,,F,F,F,Secret
100357,9a167e56,GitHub,14a53c5a,data/14a53c5a/test/9a167e56.json,1800,1800,F,F,,,F,F,,,,,0.00,,F,F,F,Secret
130063,d77742dc,GitHub,14a53c5a,data/14a53c5a/src/d77742dc.swift,57,57,F,F,,,F,F,,,,,0.00,,F,F,F,Password
130064,d77742dc,GitHub,14a53c5a,data/14a53c5a/src/d77742dc.swift,35,35,F,F,,,F,F,,,,,0.00,,F,F,F,Password
130065,d77742dc,GitHub,14a53c5a,data/14a53c5a/src/d77742dc.swift,40,40,F,F,,,F,F,,,,,0.00,,F,F,F,Password
132764,127ff47c,GitHub,14a53c5a,data/14a53c5a/test/127ff47c.json,56,56,F,F,,,F,F,,,,,0,0,F,F,F,Password
133031,127ff47c,GitHub,14a53c5a,data/14a53c5a/test/127ff47c.json,1262,1262,F,F,,,F,F,,,,,0,0,F,F,F,Secret
133032,127ff47c,GitHub,14a53c5a,data/14a53c5a/test/127ff47c.json,1957,1957,F,F,,,F,F,,,,,0,0,F,F,F,Secret:Key
133033,127ff47c,GitHub,14a53c5a,data/14a53c5a/test/127ff47c.json,3135,3135,F,F,,,F,F,,,,,0,0,F,F,F,Secret
133034,127ff47c,GitHub,14a53c5a,data/14a53c5a/test/127ff47c.json,3354,3354,F,F,,,F,F,,,,,0,0,F,F,F,API
133035,9a167e56,GitHub,14a53c5a,data/14a53c5a/test/9a167e56.json,179,179,F,F,,,F,F,,,,,0,0,F,F,F,Certificate
133036,9a167e56,GitHub,14a53c5a,data/14a53c5a/test/9a167e56.json,847,847,F,F,,,F,F,,,,,0,0,F,F,F,Secret
