Id,FileID,Domain,RepoName,FilePath,LineStart,LineEnd,GroundTruth,WithWords,ValueStart,ValueEnd,InURL,InRuntimeParameter,CharacterSet,CryptographyKey,PredefinedPattern,VariableNameType,Entropy,Length,Base64Encode,HexEncode,URLEncode,Category,Rule
84762,3d1ce1b4,GitHub,2035b073,data/2035b073/src/3d1ce1b4.py,10,10,T,F,8,23,F,F,,,,,1.56,15,F,F,F,Info,IPv4
84763,3d26df41,GitHub,2035b073,data/2035b073/src/3d26df41.py,7,7,T,F,8,20,F,F,,,,,1.96,12,F,F,F,Info,IPv4
84764,44515db7,GitHub,2035b073,data/2035b073/src/44515db7.py,6,6,T,F,8,21,F,F,,,,,1.65,13,F,F,F,Info,IPv4
84765,454cf31b,GitHub,2035b073,data/2035b073/src/454cf31b.py,9,9,T,F,8,23,F,F,,,,,1.50,15,F,F,F,Info,IPv4
84766,48daf9ca,GitHub,2035b073,data/2035b073/src/48daf9ca.py,8,8,T,F,9,23,F,F,,,,,2.22,14,F,F,F,Info,IPv4
84767,49f9c191,GitHub,2035b073,data/2035b073/src/49f9c191.py,8,8,T,F,8,22,F,F,,,,,2.56,14,F,F,F,Info,IPv4
84768,4a8542d3,GitHub,2035b073,data/2035b073/src/4a8542d3.py,6,6,T,F,8,20,F,F,,,,,2.02,12,F,F,F,Info,IPv4
84769,4b0b80b2,GitHub,2035b073,data/2035b073/src/4b0b80b2.py,7,7,T,F,9,22,F,F,,,,,2.17,13,F,F,F,Info,IPv4
84770,4b0b80b2,GitHub,2035b073,data/2035b073/src/4b0b80b2.py,9,9,T,F,8,22,F,F,,,,,2.37,14,F,F,F,Info,IPv4
84771,4b53512b,GitHub,2035b073,data/2035b073/src/4b53512b.py,8,8,T,F,8,21,F,F,,,,,1.71,13,F,F,F,Info,IPv4
84772,be7cdd85,GitHub,2035b073,data/2035b073/src/be7cdd85.py,7,7,T,F,8,21,F,F,,,,,2.17,13,F,F,F,Info,IPv4
84773,ac4d86a7,GitHub,2035b073,data/2035b073/src/ac4d86a7.py,6,6,T,F,8,20,F,F,,,,,1.96,12,F,F,F,Info,IPv4
84774,58cda2e4,GitHub,2035b073,data/2035b073/src/58cda2e4.py,10,10,T,F,8,21,F,F,,,,,1.87,13,F,F,F,Info,IPv4
84775,db7481cd,GitHub,2035b073,data/2035b073/src/db7481cd.py,7,7,T,F,8,21,F,F,,,,,2.33,13,F,F,F,Info,IPv4
84776,5e7f7862,GitHub,2035b073,data/2035b073/src/5e7f7862.py,41,41,T,F,26,40,F,F,,,,,2.02,14,F,F,F,Info,IPv4
84777,5e7f7862,GitHub,2035b073,data/2035b073/src/5e7f7862.py,46,46,T,F,4,18,F,F,,,,,2.02,14,F,F,F,Info,IPv4
84778,6219b9b5,GitHub,2035b073,data/2035b073/src/6219b9b5.py,7,7,T,F,8,22,F,F,,,,,1.82,14,F,F,F,Info,IPv4
84779,63cd4ebc,GitHub,2035b073,data/2035b073/src/63cd4ebc.py,8,8,T,F,8,22,F,F,,,,,2.28,14,F,F,F,Info,IPv4
84780,65b55a43,GitHub,2035b073,data/2035b073/src/65b55a43.py,7,7,T,F,8,22,F,F,,,,,1.94,14,F,F,F,Info,IPv4
84781,6b1608a2,GitHub,2035b073,data/2035b073/src/6b1608a2.py,9,9,T,F,8,22,F,F,,,,,2.37,14,F,F,F,Info,IPv4
84782,7602feb3,GitHub,2035b073,data/2035b073/src/7602feb3.py,8,8,T,F,8,21,F,F,,,,,1.92,13,F,F,F,Info,IPv4
84783,799f5af2,GitHub,2035b073,data/2035b073/src/799f5af2.py,8,8,T,F,8,22,F,F,,,,,2.37,14,F,F,F,Info,IPv4
84784,a1732152,GitHub,2035b073,data/2035b073/src/a1732152.py,7,7,T,F,9,24,F,F,,,,,2.33,15,F,F,F,Info,IPv4
84785,7b39f662,GitHub,2035b073,data/2035b073/src/7b39f662.py,8,8,T,F,8,22,F,F,,,,,2.56,14,F,F,F,Info,IPv4
84786,8290668a,GitHub,2035b073,data/2035b073/src/8290668a.py,9,9,T,F,8,23,F,F,,,,,2.08,15,F,F,F,Info,IPv4
84787,8c407074,GitHub,2035b073,data/2035b073/src/8c407074.py,8,8,T,F,8,23,F,F,,,,,2.33,15,F,F,F,Info,IPv4
84788,8e7ad88e,GitHub,2035b073,data/2035b073/src/8e7ad88e.py,6,6,T,F,8,21,F,F,,,,,1.65,13,F,F,F,Info,IPv4
84789,8eda6410,GitHub,2035b073,data/2035b073/src/8eda6410.py,7,7,T,F,8,21,F,F,,,,,2.33,13,F,F,F,Info,IPv4
84790,b830748f,GitHub,2035b073,data/2035b073/src/b830748f.py,8,8,T,F,8,20,F,F,,,,,2.36,12,F,F,F,Info,IPv4
84791,911f9ce9,GitHub,2035b073,data/2035b073/src/911f9ce9.py,9,9,T,F,8,22,F,F,,,,,2.02,14,F,F,F,Info,IPv4
84792,ea3c4e10,GitHub,2035b073,data/2035b073/src/ea3c4e10.py,6,6,T,F,8,20,F,F,,,,,2.29,12,F,F,F,Info,IPv4
84793,994186fb,GitHub,2035b073,data/2035b073/src/994186fb.py,7,7,T,F,8,22,F,F,,,,,1.82,14,F,F,F,Info,IPv4
84794,cc5b654b,GitHub,2035b073,data/2035b073/src/cc5b654b.py,7,7,T,F,8,21,F,F,,,,,1.71,13,F,F,F,Info,IPv4
84795,9df53986,GitHub,2035b073,data/2035b073/src/9df53986.py,6,6,T,F,8,22,F,F,,,,,1.97,14,F,F,F,Info,IPv4
84796,a1732152,GitHub,2035b073,data/2035b073/src/a1732152.py,9,9,T,F,7,21,F,F,,,,,2.56,14,F,F,F,Info,IPv4
84797,a4427906,GitHub,2035b073,data/2035b073/src/a4427906.py,5,5,T,F,8,23,F,F,,,,,1.50,15,F,F,F,Info,IPv4
84798,a539db82,GitHub,2035b073,data/2035b073/src/a539db82.py,7,7,T,F,8,21,F,F,,,,,2.33,13,F,F,F,Info,IPv4
84799,a8fbd65c,GitHub,2035b073,data/2035b073/src/a8fbd65c.py,8,8,T,F,8,21,F,F,,,,,2.54,13,F,F,F,Info,IPv4
84800,ebed40c7,GitHub,2035b073,data/2035b073/src/ebed40c7.py,9,9,T,F,9,22,F,F,,,,,2.17,13,F,F,F,Info,IPv4
84801,aa4c3372,GitHub,2035b073,data/2035b073/src/aa4c3372.py,10,10,T,F,8,21,F,F,,,,,1.87,13,F,F,F,Info,IPv4
84802,f8e15909,GitHub,2035b073,data/2035b073/src/f8e15909.py,9,9,T,F,8,21,F,F,,,,,1.81,13,F,F,F,Info,IPv4
84803,ab0010c2,GitHub,2035b073,data/2035b073/src/ab0010c2.py,7,7,T,F,8,21,F,F,,,,,2.38,13,F,F,F,Info,IPv4
84804,ab7d9efe,GitHub,2035b073,data/2035b073/src/ab7d9efe.py,5,5,T,F,8,19,F,F,,,,,1.97,11,F,F,F,Info,IPv4
84805,ad18c07a,GitHub,2035b073,data/2035b073/src/ad18c07a.py,8,8,T,F,8,20,F,F,,,,,2.19,12,F,F,F,Info,IPv4
84806,af0fa9d6,GitHub,2035b073,data/2035b073/src/af0fa9d6.py,8,8,T,F,8,22,F,F,,,,,1.85,14,F,F,F,Info,IPv4
84807,af82ea80,GitHub,2035b073,data/2035b073/src/af82ea80.py,5,5,T,F,8,22,F,F,,,,,2.37,14,F,F,F,Info,IPv4
84808,b26d01df,GitHub,2035b073,data/2035b073/src/b26d01df.py,7,7,T,F,8,20,F,F,,,,,2.52,12,F,F,F,Info,IPv4
84809,b32e46e4,GitHub,2035b073,data/2035b073/src/b32e46e4.py,8,8,T,F,8,22,F,F,,,,,2.56,14,F,F,F,Info,IPv4
84810,b45fbbcd,GitHub,2035b073,data/2035b073/src/b45fbbcd.py,10,10,T,F,8,23,F,F,,,,,1.96,15,F,F,F,Info,IPv4
84811,b6daab33,GitHub,2035b073,data/2035b073/src/b6daab33.py,7,7,T,F,8,22,F,F,,,,,2.71,14,F,F,F,Info,IPv4
84812,bd83fe39,GitHub,2035b073,data/2035b073/src/bd83fe39.py,8,8,T,F,8,20,F,F,,,,,2.52,12,F,F,F,Info,IPv4
84813,c07cdd6b,GitHub,2035b073,data/2035b073/src/c07cdd6b.py,7,7,T,F,8,21,F,F,,,,,2.17,13,F,F,F,Info,IPv4
84814,c168ed69,GitHub,2035b073,data/2035b073/src/c168ed69.py,7,7,T,F,8,21,F,F,,,,,2.23,13,F,F,F,Info,IPv4
84815,c2c0d48d,GitHub,2035b073,data/2035b073/src/c2c0d48d.py,9,9,T,F,9,23,F,F,,,,,2.22,14,F,F,F,Info,IPv4
84816,c5331f55,GitHub,2035b073,data/2035b073/src/c5331f55.py,29,29,T,F,7,14,F,F,,,,,0.46,7,F,F,F,Info,IPv4
84817,c6b9834e,GitHub,2035b073,data/2035b073/src/c6b9834e.py,8,8,T,F,8,22,F,F,,,,,2.02,14,F,F,F,Info,IPv4
84818,c7295663,GitHub,2035b073,data/2035b073/src/c7295663.py,104,104,T,F,41,54,F,F,,,,,2.08,13,F,F,F,Info,IPv4
84819,c977ca1d,GitHub,2035b073,data/2035b073/src/c977ca1d.py,8,8,T,F,8,20,F,F,,,,,2.13,12,F,F,F,Info,IPv4
84820,cb92d7bf,GitHub,2035b073,data/2035b073/src/cb92d7bf.py,8,8,T,F,8,21,F,F,,,,,2.54,13,F,F,F,Info,IPv4
84821,ccbbf308,GitHub,2035b073,data/2035b073/src/ccbbf308.py,7,7,T,F,8,22,F,F,,,,,2.28,14,F,F,F,Info,IPv4
84822,ccdfa30f,GitHub,2035b073,data/2035b073/src/ccdfa30f.py,7,7,T,F,8,22,F,F,,,,,2.31,14,F,F,F,Info,IPv4
84823,cd8d1059,GitHub,2035b073,data/2035b073/src/cd8d1059.py,7,7,T,F,8,22,F,F,,,,,2.28,14,F,F,F,Info,IPv4
84824,cdcd5c51,GitHub,2035b073,data/2035b073/src/cdcd5c51.py,14,14,T,F,8,19,F,F,,,,,2.15,11,F,F,F,Info,IPv4
84825,d0aeb400,GitHub,2035b073,data/2035b073/src/d0aeb400.py,4,4,T,F,8,21,F,F,,,,,2.02,13,F,F,F,Info,IPv4
84826,d3ddec38,GitHub,2035b073,data/2035b073/src/d3ddec38.py,7,7,T,F,9,20,F,F,,,,,1.72,11,F,F,F,Info,IPv4
84827,d3ddec38,GitHub,2035b073,data/2035b073/src/d3ddec38.py,8,8,T,F,8,20,F,F,,,,,2.13,12,F,F,F,Info,IPv4
84828,d66a9c15,GitHub,2035b073,data/2035b073/src/d66a9c15.py,7,7,T,F,8,21,F,F,,,,,1.87,13,F,F,F,Info,IPv4
84829,d74dbb22,GitHub,2035b073,data/2035b073/src/d74dbb22.py,8,8,T,F,8,23,F,F,,,,,2.03,15,F,F,F,Info,IPv4
84830,da1b0976,GitHub,2035b073,data/2035b073/src/da1b0976.py,8,8,T,F,8,23,F,F,,,,,1.50,15,F,F,F,Info,IPv4
84831,dc7c803b,GitHub,2035b073,data/2035b073/src/dc7c803b.py,7,7,T,F,8,20,F,F,,,,,2.19,12,F,F,F,Info,IPv4
84832,e2799b3c,GitHub,2035b073,data/2035b073/src/e2799b3c.py,7,7,T,F,8,20,F,F,,,,,1.86,12,F,F,F,Info,IPv4
84833,e3db5e2b,GitHub,2035b073,data/2035b073/src/e3db5e2b.py,7,7,T,F,8,22,F,F,,,,,2.13,14,F,F,F,Info,IPv4
84834,e4f3203f,GitHub,2035b073,data/2035b073/src/e4f3203f.py,7,7,T,F,8,22,F,F,,,,,1.88,14,F,F,F,Info,IPv4
84835,ea04f1bc,GitHub,2035b073,data/2035b073/src/ea04f1bc.py,8,8,T,F,9,21,F,F,,,,,2.36,12,F,F,F,Info,IPv4
84836,eb10ccf8,GitHub,2035b073,data/2035b073/src/eb10ccf8.py,8,8,T,F,8,21,F,F,,,,,2.17,13,F,F,F,Info,IPv4
84837,ebed40c7,GitHub,2035b073,data/2035b073/src/ebed40c7.py,7,7,T,F,8,21,F,F,,,,,1.87,13,F,F,F,Info,IPv4
84838,eee79ac8,GitHub,2035b073,data/2035b073/src/eee79ac8.py,4,4,T,F,9,22,F,F,,,,,1.92,13,F,F,F,Info,IPv4
84839,f0b1afe0,GitHub,2035b073,data/2035b073/src/f0b1afe0.py,6,6,T,F,8,22,F,F,,,,,2.17,14,F,F,F,Info,IPv4
84840,f0fdfa2c,GitHub,2035b073,data/2035b073/src/f0fdfa2c.py,10,10,T,F,8,22,F,F,,,,,2.08,14,F,F,F,Info,IPv4
84841,f5c12a03,GitHub,2035b073,data/2035b073/src/f5c12a03.py,9,9,T,F,9,22,F,F,,,,,2.17,13,F,F,F,Info,IPv4
84842,fec8a3e4,GitHub,2035b073,data/2035b073/src/fec8a3e4.py,8,8,T,F,8,21,F,F,,,,,2.17,13,F,F,F,Info,IPv4
84843,ff73eeb0,GitHub,2035b073,data/2035b073/src/ff73eeb0.py,5,5,T,F,8,21,F,F,,,,,2.17,13,F,F,F,Info,IPv4
84844,1c1fa57f,GitHub,2035b073,data/2035b073/other/1c1fa57f.md,25,25,F,F,180,186,F,F,,,,,2.15,6,F,F,F,Password,Password
84845,ada06747,GitHub,2035b073,data/2035b073/other/ada06747.md,26,26,F,F,158,164,F,F,,,,,2.15,6,F,F,F,Password,Password
84846,817d0a76,GitHub,2035b073,data/2035b073/src/817d0a76.py,87,87,T,F,14,19,F,F,,,,,2.32,5,F,F,F,Password,Password
84847,f8e15909,GitHub,2035b073,data/2035b073/src/f8e15909.py,91,91,F,F,44,48,F,F,,,,,1.50,4,F,F,F,Generic Secret,Key
84848,f8e15909,GitHub,2035b073,data/2035b073/src/f8e15909.py,102,102,F,F,41,45,F,F,,,,,1.50,4,F,F,F,Generic Secret,Key
